-6.985304219715147	-0.9210264793253627
0.437296957074011	-2.982869905808116
8.68463159795084	-5.044713332290868
11.158831990213884	-8.756031499959846
17.34433297087152	-10.405506241146044
22.29273375539762	-12.054980982332252
26.82876780787987	-14.11682440881502
31.77716859240597	-16.178667835297773
35.48846918080055	-14.94156177940812
43.73580382167738	-16.59103652059433
47.44710441007196	-16.59103652059433
52.80787192664191	-17.415773891187428
56.10680578299262	-19.889986002966737
58.99337290729953	-19.477617317670195
